episode,task,reward_fraction,error_distance,reward_rate,ordered_episode
499,gain1x,0.19,146.33909186224142,0.1482059282371294,499
499,gain2x,0.3266666666666666,89.46916536738475,0.24980881978078,499
499,gain3x,0.0233333333333333,204.2501422862212,0.0175482577086989,499
499,gain4x,0.0,360.1904330253601,0.0,499
999,gain1x,0.29,120.07663300881784,0.1813633520950593,999
999,gain2x,0.0,251.04084046681723,0.0,999
999,gain3x,0.0,361.81385664145154,0.0,999
999,gain4x,0.0,456.8944671154022,0.0,999
1499,gain1x,0.6,88.24084565912683,0.3977900552486187,1499
1499,gain2x,0.0,270.7296476960182,0.0,1499
1499,gain3x,0.0,417.3094589710236,0.0,1499
1499,gain4x,0.0,530.7380459308624,0.0,1499
1999,gain1x,0.7133333333333334,54.17385982659956,0.4671469111547697,1999
1999,gain2x,0.0033333333333333,242.9669980506102,0.0024336821611097,1999
1999,gain3x,0.0,393.8133833408356,0.0,1999
1999,gain4x,0.0,498.2608826160431,0.0,1999
2499,gain1x,0.3666666666666666,158.93899704267582,0.1602564102564102,2499
2499,gain2x,0.04,412.2831954906384,0.0214938205265986,2499
2499,gain3x,0.0,542.7404274940491,0.0,2499
2499,gain4x,0.0,618.2785580952963,0.0,2499
2999,gain1x,0.7266666666666667,46.53603917360306,0.4366987179487179,2999
2999,gain2x,0.0033333333333333,253.3261654575666,0.0023741690408357,2999
2999,gain3x,0.0,398.0193026860555,0.0,2999
2999,gain4x,0.0,483.89355691274005,0.0,2999
3499,gain1x,1.0,25.49478376749903,0.6635700066357,3499
3499,gain2x,0.0133333333333333,207.36210791269937,0.0103573278094251,3499
3499,gain3x,0.0,381.4923738241196,0.0,3499
3499,gain4x,0.0,497.6737561225891,0.0,3499
3999,gain1x,0.9833333333333332,41.455919755001865,0.7099879663056559,3999
3999,gain2x,0.1233333333333333,176.62384577592215,0.1024646912212683,3999
3999,gain3x,0.0033333333333333,337.8025854031245,0.003030303030303,3999
3999,gain4x,0.0,432.5685195128123,0.0,3999
4499,gain1x,0.9933333333333332,41.24710476398468,0.7189384800965019,4499
4499,gain2x,0.14,173.10382296144962,0.1171548117154811,4499
4499,gain3x,0.0,332.6753898859024,0.0,4499
4499,gain4x,0.0,419.2856738964717,0.0,4499
4999,gain1x,0.98,43.19835951427618,0.7163742690058479,4999
4999,gain2x,0.1333333333333333,176.4984431018432,0.1106194690265486,4999
4999,gain3x,0.0,343.86477343241376,0.0,4999
4999,gain4x,0.0033333333333333,424.4099055727322,0.0028026905829596,4999
5499,gain1x,0.9866666666666668,44.44868781665961,0.7274514622757433,5499
5499,gain2x,0.1533333333333333,173.0620024179419,0.1285275216540933,5499
5499,gain3x,0.0033333333333333,345.9430644909541,0.0028677946659019,5499
5499,gain4x,0.01,420.5966063340505,0.0081810744477774,5499
5999,gain1x,0.9933333333333332,42.8234878530105,0.7278944797264288,5999
5999,gain2x,0.1366666666666666,176.40538288777074,0.114079020589872,5999
5999,gain3x,0.0,354.317680199941,0.0,5999
5999,gain4x,0.0166666666666666,416.8783152749141,0.0120772946859903,5999
6499,gain1x,0.9533333333333334,46.12925333281358,0.6984126984126984,6499
6499,gain2x,0.1333333333333333,180.5029982427756,0.1097393689986282,6499
6499,gain3x,0.0033333333333333,362.21855413913727,0.0027344818156959,6499
6499,gain4x,0.02,416.62753494580585,0.0141376060320452,6499
6999,gain1x,0.98,44.25000093877316,0.7163742690058479,6999
6999,gain2x,0.1166666666666666,186.08720713605484,0.0948252506095908,6999
6999,gain3x,0.0033333333333333,366.2127536733945,0.0026737967914438,6999
6999,gain4x,0.0133333333333333,440.6762708673875,0.0089887640449438,6999
7499,gain1x,0.99,45.60710548857848,0.7342398022249691,7499
7499,gain2x,0.1433333333333333,173.54631336033344,0.1185226019845644,7499
7499,gain3x,0.0,351.37931859493256,0.0,7499
7499,gain4x,0.01,428.4147380391757,0.0073224310471076,7499
7999,gain1x,0.9633333333333334,50.17426287134489,0.7252195734002509,7999
7999,gain2x,0.1166666666666666,177.29471796005964,0.0954719039825422,7999
7999,gain3x,0.0033333333333333,361.7263168692589,0.0025953802232026,7999
7999,gain4x,0.01,441.358204310139,0.0066577896138482,7999
8499,gain1x,0.9866666666666668,50.06273861726125,0.7457797933988409,8499
8499,gain2x,0.1166666666666666,176.58534159262976,0.0951604132680804,8499
8499,gain3x,0.0,359.7427406509717,0.0,8499
8499,gain4x,0.0133333333333333,413.8844072421392,0.0085378868729989,8499
8999,gain1x,0.9866666666666668,48.03145641088486,0.7418546365914787,8999
8999,gain2x,0.09,185.7477180858453,0.0726001613336918,8999
8999,gain3x,0.0066666666666666,371.7983916203181,0.0050163029847002,8999
8999,gain4x,0.01,440.9862057169278,0.0064198587631072,8999
9499,gain1x,1.0,46.44979170461496,0.7471980074719801,9499
9499,gain2x,0.0966666666666666,180.10122738033533,0.0779989241527703,9499
9499,gain3x,0.0066666666666666,359.0221497565508,0.0049763622791739,9499
9499,gain4x,0.01,435.14506219824153,0.0065847234416154,9499
9999,gain1x,0.99,47.813959876696266,0.7421289355322338,9999
9999,gain2x,0.1033333333333333,181.93106361230213,0.0831099195710455,9999
9999,gain3x,0.0066666666666666,357.5724906921387,0.004929751047572,9999
9999,gain4x,0.0,401.6157329678536,0.0,9999
10499,gain1x,0.9633333333333334,50.20983222126961,0.7214178731902147,10499
10499,gain2x,0.11,184.74488976597783,0.0874867444326617,10499
10499,gain3x,0.0033333333333333,348.0816892186801,0.0024715768660405,10499
10499,gain4x,0.0033333333333333,350.35088636974496,0.0020584602717167,10499
10999,gain1x,0.99,49.38136641184489,0.7441743923828614,10999
10999,gain2x,0.1,184.8033708930016,0.0792393026941362,10999
10999,gain3x,0.0,362.883557955424,0.0,10999
10999,gain4x,0.01,410.71380424996215,0.0066607460035523,10999
11499,gain1x,0.9933333333333332,47.65062119066715,0.743327513095535,11499
11499,gain2x,0.1033333333333333,187.00104761620364,0.0819238900634249,11499
11499,gain3x,0.0,371.2431584199269,0.0,11499
11499,gain4x,0.0033333333333333,449.0797274708748,0.0023702299123014,11499
11999,gain1x,1.0,44.91608541210493,0.7425742574257426,11999
11999,gain2x,0.1133333333333333,183.01093240082264,0.0896388083311363,11999
11999,gain3x,0.0,372.4635664820671,0.0,11999
11999,gain4x,0.0,498.2009752591451,0.0,11999
12499,gain1x,1.0,42.604210793972015,0.7331378299120234,12499
12499,gain2x,0.06,204.9861180682977,0.0460475825019186,12499
12499,gain3x,0.0,397.39480314652127,0.0,12499
12499,gain4x,0.0033333333333333,513.9024267196655,0.0023584905660377,12499
12999,gain1x,1.0,42.41997582713763,0.7369196757553427,12999
12999,gain2x,0.0833333333333333,203.40941760440668,0.0642178268687387,12999
12999,gain3x,0.0033333333333333,392.81559336185455,0.0024594195769798,12999
12999,gain4x,0.0,518.5989914139112,0.0,12999
13499,gain1x,1.0,45.6394535501798,0.746640119462419,13499
13499,gain2x,0.0866666666666666,194.56192337473237,0.0679028466962653,13499
13499,gain3x,0.0,379.6412196556727,0.0,13499
13499,gain4x,0.0,471.9493479331334,0.0,13499
13999,gain1x,1.0,47.03105007608732,0.7513148009015778,13999
13999,gain2x,0.1033333333333333,188.5868873099486,0.0817295017136831,13999
13999,gain3x,0.0,371.8825254042943,0.0,13999
13999,gain4x,0.0133333333333333,454.07994680603343,0.0094139797599435,13999
14499,gain1x,1.0,43.47391946117083,0.7394626571358146,14499
14499,gain2x,0.07,200.80872025092444,0.053970701619121,14499
14499,gain3x,0.0066666666666666,384.62691009293,0.0049615480029769,14499
14499,gain4x,0.0,447.428659637769,0.0,14499
14999,gain1x,1.0,47.148451656103134,0.7498125468632841,14999
14999,gain2x,0.08,197.0535410158336,0.0623700623700623,14999
14999,gain3x,0.0033333333333333,382.4527792533239,0.002513194269917,14999
14999,gain4x,0.0,443.99884005635977,0.0,14999
15499,gain1x,1.0,40.17111094792684,0.7333170373991689,15499
15499,gain2x,0.0966666666666666,202.32497818643847,0.0743018191135024,15499
15499,gain3x,0.0,387.1476729909579,0.0,15499
15499,gain4x,0.0,454.7405986835559,0.0,15499
15999,gain1x,1.0,48.17799735069275,0.75642965204236,15999
15999,gain2x,0.0866666666666666,190.5477723752459,0.0683311432325887,15999
15999,gain3x,0.0,377.1129151880741,0.0,15999
15999,gain4x,0.0,463.8590875317653,0.0,15999
16499,gain1x,1.0,42.84768154720465,0.7389162561576355,16499
16499,gain2x,0.09,201.0835031022628,0.0693196405648267,16499
16499,gain3x,0.0,390.2113254070282,0.0,16499
16499,gain4x,0.0,477.1340664600333,0.0,16499
16999,gain1x,1.0,47.54885918895403,0.7541478129713424,16999
16999,gain2x,0.1033333333333333,188.2016250938177,0.081621906266456,16999
16999,gain3x,0.0,370.2089376250903,0.0,16999
16999,gain4x,0.0,450.21100388964015,0.0,16999
17499,gain1x,1.0,49.269768089056015,0.76103500761035,17499
17499,gain2x,0.0866666666666666,190.20991444091,0.0686559281753366,17499
17499,gain3x,0.0,380.07580097516376,0.0,17499
17499,gain4x,0.0033333333333333,476.5531645988424,0.0023957834211787,17499
17999,gain1x,1.0,47.09341615438461,0.7547169811320755,17999
