episode,task,reward_fraction,error_distance,reward_rate,ordered_episode
499,perturbation0,0.4066666666666667,98.24694883512954,0.31598031598031595,499
499,perturbation1,0.37666666666666665,113.35115853138268,0.2782565870475252,499
499,perturbation2,0.25,149.5184649421523,0.18944177822682495,499
999,perturbation0,0.7033333333333334,50.50162404216826,0.47415730337078654,999
999,perturbation1,0.5933333333333334,62.50336130304883,0.38932633420822393,999
999,perturbation2,0.33666666666666667,120.21789847190182,0.23325635103926096,999
1499,perturbation0,0.7166666666666667,54.66353545089563,0.5469346222335283,1499
1499,perturbation1,0.6,63.58539627492428,0.4565051990869896,1499
1499,perturbation2,0.46,90.1249571070075,0.36987402841061373,1499
1999,perturbation0,0.91,36.76988194944958,0.6351791530944625,1999
1999,perturbation1,0.7433333333333333,49.664604028066,0.5170415024345003,1999
1999,perturbation2,0.4866666666666667,91.07933245661359,0.3685937894471093,1999
2499,perturbation0,0.9266666666666666,42.13565595944723,0.6879485275921802,2499
2499,perturbation1,0.74,54.870161505416036,0.5473372781065089,2499
2499,perturbation2,0.52,77.36529140919447,0.4237978810105949,2499
2999,perturbation0,0.9733333333333334,39.62057256946961,0.7186807777504307,2999
2999,perturbation1,0.7733333333333333,49.950946831454836,0.56640625,2999
2999,perturbation2,0.56,78.25707786654432,0.4490777866880513,2999
3499,perturbation0,0.9633333333333334,43.76151857773463,0.7248557812891898,3499
3499,perturbation1,0.7333333333333333,54.99565605446696,0.5437469105289174,3499
3499,perturbation2,0.5233333333333333,80.88460703442495,0.4215896885069817,3499
3999,perturbation0,0.97,41.83358274772763,0.7219052344331431,3999
3999,perturbation1,0.7866666666666666,51.37716130229334,0.5787150564001962,3999
3999,perturbation2,0.5333333333333333,80.25372398955126,0.4291845493562232,3999
4499,perturbation0,0.9733333333333334,40.684232068558536,0.7240267790726506,4499
4499,perturbation1,0.7633333333333333,50.87060856912285,0.5661310259579728,4499
4499,perturbation2,0.5266666666666666,81.45185533662637,0.42122100773127163,4499
4999,perturbation0,0.99,37.40099047745267,0.7306273062730627,4999
4999,perturbation1,0.78,49.08819180727005,0.5725471005627599,4999
4999,perturbation2,0.57,76.85415435085694,0.4581993569131832,4999
5499,perturbation0,0.9833333333333333,33.91124680017432,0.7081132981277004,5499
5499,perturbation1,0.8233333333333334,46.190245320399605,0.5885156063855134,5499
5499,perturbation2,0.5533333333333333,77.03974744180839,0.4338734971249346,5499
5999,perturbation0,0.97,44.134153382231794,0.7380167385239665,5999
5999,perturbation1,0.7366666666666667,53.91004238029321,0.553053053053053,5999
5999,perturbation2,0.5566666666666666,81.99907722945015,0.44712182061579653,5999
6499,perturbation0,0.96,41.44362969448169,0.7167745146839223,6499
6499,perturbation1,0.76,50.16513564065099,0.5624074987666502,6499
6499,perturbation2,0.51,85.33316034202774,0.40444091990483744,6499
6999,perturbation0,0.9933333333333333,38.3893976189817,0.7390873015873015,6999
