episode,task,reward_fraction,error_distance,reward_rate,ordered_episode
499,perturbation0,0.2633333333333333,96.63308665404718,0.17125514849338824,499
499,perturbation1,0.2866666666666667,102.08966061969598,0.18447018447018446,499
499,perturbation2,0.2866666666666667,109.87537537515163,0.20107552022445638,499
999,perturbation0,0.3933333333333333,98.27649132410686,0.33503691084611015,999
999,perturbation1,0.39666666666666667,103.58585252116124,0.33549478432478147,999
999,perturbation2,0.33666666666666667,115.88253275801738,0.2940320232896652,999
1499,perturbation0,0.53,69.50037189697225,0.40468312547722063,1499
1499,perturbation1,0.48,80.61382982383172,0.3648340511781099,1499
1499,perturbation2,0.39666666666666667,111.98339802895983,0.31357048748353095,1499
1999,perturbation0,0.9133333333333333,38.66973329087099,0.5746644295302014,1999
1999,perturbation1,0.7133333333333334,50.903118094429374,0.44844928751047775,1999
1999,perturbation2,0.4666666666666667,99.66191058109204,0.32490136922719887,1999
2499,perturbation0,0.9333333333333333,40.13853283971548,0.6727534839019701,2499
2499,perturbation1,0.7833333333333333,48.623058361311756,0.5589914367269266,2499
2499,perturbation2,0.5433333333333333,86.60471876050967,0.4119282284559009,2499
2999,perturbation0,0.98,39.887156141301,0.736657479328489,2999
2999,perturbation1,0.8966666666666666,44.067958821853004,0.6585067319461444,2999
2999,perturbation2,0.6733333333333333,64.96017151946823,0.5372340425531915,2999
3499,perturbation0,0.9466666666666667,47.96705968181292,0.7334710743801652,3499
3499,perturbation1,0.8333333333333334,48.63476597517729,0.6314725940894165,3499
3499,perturbation2,0.75,56.576083513597645,0.6269155753691835,3499
3999,perturbation0,0.9666666666666667,47.432641645272575,0.7478081485301702,3999
3999,perturbation1,0.8633333333333333,48.16883409023285,0.6512446567764646,3999
3999,perturbation2,0.8,53.96539599262178,0.6698297516048004,3999
4499,perturbation0,1.0,38.31396306057771,0.7509386733416771,4499
4499,perturbation1,0.9733333333333334,39.81570372109612,0.7108081791626095,4499
4499,perturbation2,0.8433333333333334,50.08923655872544,0.6956282650536155,4499
4999,perturbation0,1.0,34.296917061010994,0.7403751233958538,4999
4999,perturbation1,0.9733333333333334,36.504577538619436,0.6978967495219884,4999
4999,perturbation2,0.8266666666666667,48.67586253583431,0.668824163969795,4999
5499,perturbation0,0.99,46.75013367831707,0.7672436063032808,5499
5499,perturbation1,0.9233333333333333,46.591931546727814,0.6996716342510735,5499
5499,perturbation2,0.8266666666666667,50.66455336908499,0.700762927380616,5499
5999,perturbation0,0.9966666666666667,44.954074968894325,0.7678479712378017,5999
5999,perturbation1,0.9633333333333334,44.09251147260269,0.723404255319149,5999
5999,perturbation2,0.8233333333333334,52.91811730836829,0.6876391982182627,5999
6499,perturbation0,0.9733333333333334,51.91138628125191,0.7724867724867724,6499
6499,perturbation1,0.91,51.281154138346515,0.6992827868852458,6499
6499,perturbation2,0.8266666666666667,53.5578590358297,0.7106017191977078,6499
6999,perturbation0,1.0,42.06341405709585,0.7596859964547986,6999
6999,perturbation1,0.9733333333333334,42.321889750659466,0.7238472979672781,6999
6999,perturbation2,0.8933333333333333,45.44925313939651,0.7463102199944305,6999
7499,perturbation0,0.9866666666666667,49.9110898176829,0.774869109947644,7499
7499,perturbation1,0.91,50.56072110682726,0.6989247311827956,7499
7499,perturbation2,0.8866666666666667,47.86637937106813,0.7639287765651923,7499
7999,perturbation0,1.0,40.103579729795456,0.757193336698637,7999
7999,perturbation1,0.9933333333333333,39.569327376782894,0.733267716535433,7999
